id,name,team,age,height,games,points,rebounds,assists
410,Bob Sura,CLE,24,195.58,82,9.2,3.8,4.8
411,Bobby Hurley,SAC,26,182.88,49,2.9,0.8,3
412,Bobby Phills,CLE,27,195.58,69,12.6,3.6,3.4
413,Brad Lohaus,TOR,32,210.82,6,1.7,1.2,0.2
414,Brent Price,HOU,28,185.42,25,5,1.2,2.6
415,Billy Owens,SAC,28,205.74,66,11,5.9,2.8
416,Antonio Harvey,SEA,26,210.82,6,2.5,1.7,0.2
417,Brent Barry,LAC,25,198.12,59,7.5,1.9,2.6
418,Antoine Walker,BOS,20,205.74,82,17.5,9,3.2
419,A.C. Green,DAL,33,205.74,83,7.2,7.9,0.8
420,Aaron McKie,DET,24,195.58,83,5.2,2.7,1.9
421,Aaron Williams,VAN,25,205.74,33,6.2,4.3,0.5
422,Acie Earl,MIL,27,210.82,47,4,2,0.4
423,Adam Keefe,UTA,27,205.74,62,3.8,3.5,0.5
424,Adrian Caldwell,PHI,30,203.2,45,2.2,3.7,0.3
425,Antonio Davis,IND,28,205.74,82,10.5,7.3,0.8
426,Aleksandar Djordjevic,POR,29,187.96,8,3.1,0.6,0.6
427,Allan Houston,NYK,26,198.12,81,14.8,3,2.2
428,Allen Iverson,PHI,22,182.88,76,23.5,4.1,7.5
429,Alan Henderson,ATL,24,205.74,30,6.6,3.9,0.8
430,Alton Lister,BOS,38,213.36,53,1.6,3.2,0.2
431,Antoine Carr,UTA,35,205.74,82,7.4,2.4,0.9
432,Alonzo Mourning,MIA,27,208.28,66,19.8,9.9,1.6
433,Anthony Miller,ATL,25,205.74,1,0,7,0
434,Anthony Mason,CHH,30,203.2,73,16.2,11.4,5.7
435,Anthony Goldwire,DEN,25,187.96,60,6.5,1.4,3.7
436,Anthony Peeler,VAN,27,193.04,72,14.5,3.4,3.6
437,Andrew Lang,MIL,31,210.82,52,5.3,5.3,0.5
438,Andrew DeClercq,GSW,24,208.28,71,5.3,4.2,0.5
439,Amal McCaskill,ORL,23,210.82,17,1.6,1.3,0.4
440,Anfernee Hardaway,ORL,25,200.66,59,20.5,4.5,5.6
441,Nick Van Exel,LAL,26,185.42,64,13.8,3,6.9
442,Nick Anderson,ORL,30,198.12,58,15.3,5.1,2.1
443,Nate McMillan,SEA,33,195.58,18,3.4,2.2,3.1
444,Muggsy Bogues,GSW,33,160.02,61,5.7,2.2,5.4
445,Mookie Blaylock,ATL,31,185.42,70,13.2,4.9,6.7
446,Monty Williams,SAS,26,203.2,72,6.3,2.5,1.2
447,Mitchell Butler,CLE,27,195.58,18,2.1,1.2,1
448,Mitch Richmond,SAC,33,195.58,70,23.2,3.3,4
449,Micheal Williams,MIN,31,187.96,25,2.6,0.6,1.3
450,Matt Geiger,CHH,28,215.9,78,11.3,6.7,1
451,Michael Smith,VAN,26,203.2,48,5.2,6.4,1.8
452,Michael McDonald,CHH,29,208.28,1,0,1,0
453,Michael Jordan,CHI,35,198.12,82,28.7,5.8,3.5
454,Michael Finley,DAL,25,200.66,82,21.5,5.3,4.9
455,Michael Curry,MIL,29,195.58,82,6.6,1.2,1.7
456,Michael Cage,NJN,36,205.74,79,1.3,3.9,0.4
457,Maurice Taylor,LAC,21,205.74,71,11.5,4.2,0.7
458,Matt Maloney,HOU,26,190.5,78,8.6,1.8,2.8
459,Olden Polynice,SAC,33,213.36,70,7.9,6.3,1.5
460,Matt Bullard,HOU,31,208.28,67,7,2.2,0.9
461,Michael Stewart,SAC,23,208.28,81,4.6,6.6,0.8
462,Oliver Miller,TOR,28,205.74,64,6.3,6.3,3.1
463,Randy Livingston,ATL,23,193.04,12,0.8,0.5,0.4
464,Otis Thorpe,SAC,35,208.28,74,10.2,7.3,3
465,Rick Fox,LAL,28,200.66,82,12,4.4,3.4
466,Marty Conlon,MIA,30,210.82,18,4.9,2.6,0.7
467,Rick Brunson,POR,26,193.04,38,4.3,1.5,2.6
468,Rex Walters,MIA,28,193.04,38,2.1,0.6,0.9
469,Rex Chapman,PHX,30,193.04,68,15.9,2.5,3
470,Reggie Slater,TOR,27,200.66,78,8,3.9,0.9
471,Reggie Miller,IND,32,200.66,81,19.5,2.9,2.1
472,Reggie Jordan,MIN,30,193.04,57,2.6,1.7,0.9
473,Reggie Hanson,BOS,29,203.2,8,0.8,0.8,0.1
474,Reggie Geary,SAS,24,187.96,62,2.5,1.1,1.2
475,Ray Allen,MIL,22,195.58,82,19.5,4.9,4.3
476,Rasheed Wallace,POR,23,210.82,77,14.6,6.2,2.5
477,Randy Brown,CHI,30,187.96,71,4.1,1.3,2.1
478,Priest Lauderdale,DEN,24,223.52,39,3.7,2.6,0.5
479,Popeye Jones,TOR,28,203.2,14,8.6,7.3,1.3
480,Pooh Richardson,LAC,32,185.42,69,4.2,1.4,3.3
481,Pete Myers,NYK,34,198.12,9,1.6,1.1,0.3
482,Pete Chilcutt,VAN,29,208.28,82,4.9,3.7,1.3
483,Pervis Ellison,BOS,31,205.74,33,3,3.3,0.9
484,Patrick Ewing,NYK,35,213.36,26,20.8,10.2,1.1
485,P.J. Brown,MIA,28,210.82,74,9.6,8.6,1.4
486,Othella Harrington,HOU,24,205.74,58,6,3.6,0.4
487,Martin Muursepp,DAL,23,205.74,41,5.7,2.8,0.7
488,Lee Mayberry,VAN,28,185.42,79,4.6,1.4,4.4
489,Mark West,IND,37,208.28,15,1.5,1,0.1
490,Latrell Sprewell,GSW,27,195.58,14,21.4,3.6,4.9
491,Larry Robinson,VAN,30,190.5,6,2.8,2,0.2
492,Larry Johnson,NYK,29,200.66,70,15.5,5.7,2.1
493,Lamond Murray,LAC,25,200.66,79,15.4,6.1,1.8
494,LaPhonso Ellis,DEN,28,203.2,76,14.3,7.2,2.8
495,Kurt Thomas,DAL,25,205.74,5,7.4,4.8,0.6
496,Kobe Bryant,LAL,19,200.66,79,15.4,3.1,2.5
497,Kiwane Garris,DEN,23,187.96,28,2.4,0.7,1
498,Khalid Reeves,DAL,25,190.5,82,8.7,2.3,2.8
499,Kevin Willis,HOU,35,213.36,81,16.1,8.4,1
500,Kevin Salvadori,SAC,27,213.36,16,0.3,1.3,0.2
501,Kevin Ollie,ORL,25,193.04,35,3.5,1.1,1.9
502,Kevin Johnson,PHX,32,185.42,50,9.5,3.3,4.9
503,Kevin Garnett,MIN,22,210.82,82,18.5,9.6,4.2
504,Kevin Edwards,ORL,32,190.5,39,3.8,1.4,1
505,Kerry Kittles,NJN,24,195.58,77,17.2,4.7,2.3
506,Kenny Anderson,BOS,27,185.42,61,12.2,2.8,5.7
507,Kendall Gill,NJN,30,195.58,81,13.4,4.8,2.5
508,Kelvin Cato,POR,23,210.82,74,3.8,3.4,0.3
509,Keith Van Horn,NJN,22,208.28,62,19.7,6.6,1.7
510,Keith Closs,LAC,22,220.98,58,4,2.9,0.3
511,Lawrence Funderburke,SAC,27,205.74,52,9.5,4.5,1.2
512,Marko Milic,PHX,21,198.12,33,2.8,0.8,0.4
513,Lawrence Moten,WAS,26,195.58,8,1.1,0.1,0.4
514,Rick Mahorn,DET,39,208.28,59,2.4,3.3,0.3
515,Mark Strickland,MIA,27,208.28,51,6.8,4.2,0.5
516,Mark Price,ORL,34,182.88,63,9.5,2,4.7
517,Mark Pope,IND,25,208.28,28,1.4,0.9,0.3
518,Mark Jackson,IND,33,190.5,82,8.3,3.9,8.7
519,Mark Hendrickson,SAC,24,205.74,48,3.4,3,0.9
520,Mark Davis,PHI,25,200.66,71,4,2.2,1
521,Mark Bryant,PHX,33,205.74,70,4.2,3.5,0.7
522,Mario Elie,HOU,34,195.58,73,8.4,2.1,3
523,Mario Bennett,LAL,24,205.74,45,3.9,2.8,0.4
524,Marcus Camby,TOR,24,210.82,63,12.1,7.4,1.8
525,Malik Sealy,DET,28,203.2,77,7.7,2.8,1.3
526,Malik Rose,SAS,23,200.66,53,3,1.7,0.4
527,Mahmoud Abdul-Rauf,SAC,29,185.42,31,7.3,1.2,1.9
528,Lucious Harris,NJN,27,195.58,50,3.8,1,0.8
529,Luc Longley,CHI,29,218.44,58,11.4,5.9,2.8
530,Loy Vaught,LAC,30,205.74,10,7.5,6.5,0.7
531,Lorenzo Williams,WAS,28,205.74,14,1.9,1.9,0.2
532,Lorenzen Wright,LAC,22,210.82,69,9,8.8,0.8
533,Lloyd Daniels,TOR,30,200.66,6,5.7,1.2,0.7
534,Litterial Green,MIL,28,185.42,21,1.2,0.3,0.8
535,Lindsey Hunter,DET,27,187.96,71,12.1,3.5,3.2
536,Ledell Eackles,WAS,31,195.58,42,5.2,1.8,0.4
537,Ricky Pierce,MIL,38,193.04,39,3.9,1.2,0.9
538,Sean Higgins,POR,29,205.74,2,0,0,0
539,Robert Horry,LAL,27,208.28,72,7.4,7.5,2.3
540,Tracy Murray,WAS,26,200.66,82,15.1,3.4,1
541,Tracy McGrady,TOR,19,203.2,64,7,4.2,1.5
542,Tony Smith,MIL,30,190.5,7,2.7,1,1.4
543,Tony Massenburg,VAN,30,205.74,61,6.5,3.8,0.3
544,Tony Farmer,CHH,28,205.74,27,2.5,1.2,0.2
545,Tony Dumas,CLE,25,198.12,7,2,0.7,0.7
546,Tony Delk,GSW,24,187.96,77,10.1,2.2,2.2
547,Tony Battie,DEN,22,210.82,65,8.4,5.4,0.9
548,Toni Kukoc,CHI,29,210.82,74,13.3,4.4,4.2
549,Travis Best,IND,25,180.34,82,6.5,1.5,3.4
550,Tom Hammonds,MIN,31,205.74,57,6.1,4.8,0.6
551,Tom Chambers,PHI,39,208.28,1,6,2,0
552,Todd Fuller,GSW,23,210.82,57,4,3.4,0.2
553,Todd Day,MIA,28,198.12,5,6,1.2,1.4
554,Tim Thomas,PHI,21,208.28,77,11,3.7,1.2
555,Tim Legler,WAS,31,193.04,8,1.1,0.5,0.4
556,Tim Kempton,TOR,34,208.28,8,0.5,0.8,0.4
557,Tim Hardaway,MIA,31,182.88,81,18.9,3.7,8.3
558,Tim Duncan,SAS,22,213.36,82,21.1,11.9,2.7
559,Tim Breaux,MIL,27,200.66,6,1.7,0.3,0.3
560,Tom Gugliotta,MIN,28,208.28,41,20.1,8.7,4.1
561,Travis Knight,BOS,23,213.36,74,6.5,4.9,1.4
562,Travis Williams,CHH,29,200.66,39,3.5,2.4,0.5
563,Troy Hudson,UTA,22,185.42,8,1.5,0.3,0.5
564,Chuck Person,SAS,34,203.2,61,6.7,3.3,1.4
565,Zydrunas Ilgauskas,CLE,23,220.98,82,13.9,8.8,0.9
566,Zan Tabak,BOS,28,213.36,57,5.4,3.7,0.8
567,Yinka Dare,NJN,25,213.36,10,1.2,1.7,0.1
568,Xavier McDaniel,NJN,35,200.66,20,1.3,1.6,0.5
569,Willie Burton,SAS,30,203.2,13,2.1,0.7,0.1
570,William Cunningham,PHI,24,210.82,7,1.1,1.4,0.1
571,Will Perdue,SAS,32,213.36,79,5,6.8,0.7
572,Wesley Person,CLE,27,198.12,82,14.7,4.4,2.3
573,Walter McCarty,BOS,24,208.28,82,9.6,4.4,2.2
574,Walt Williams,POR,28,203.2,59,10.3,3.4,2.1
575,Voshon Lenard,MIA,25,193.04,81,12.6,3.6,2.2
576,Vlade Divac,CHH,30,215.9,64,10.4,8.1,2.7
577,Vitaly Potapenko,CLE,23,208.28,80,7.1,3.9,0.7
578,Vinny Del Negro,SAS,31,193.04,54,9.5,2.8,3.4
579,Vincent Askew,POR,32,198.12,30,2.2,2.3,1.3
580,Vin Baker,SEA,26,210.82,82,19.2,8,1.9
581,Vernon Maxwell,CHH,32,193.04,42,6.9,1.4,1.2
582,Tyus Edney,BOS,25,177.8,52,5.3,1.1,2.7
583,Tyrone Hill,MIL,30,205.74,57,10,10.7,1.5
584,Tyrone Corbin,ATL,35,198.12,79,10.2,4.6,2.2
585,Theo Ratliff,PHI,25,208.28,82,9.9,6.7,0.7
586,Terry Porter,MIN,35,190.5,82,9.5,2,3.3
587,Terry Mills,MIA,30,208.28,50,4.2,3,0.8
588,Terry Dehere,SAC,26,193.04,77,6.4,1.4,2.5
589,Keith Booth,CHI,23,198.12,6,1.7,0.7,0.2
590,Sean Elliott,SAS,30,203.2,36,9.3,3.4,1.7
591,Scottie Pippen,CHI,32,200.66,44,19.2,5.2,5.8
592,Scott Williams,PHI,30,208.28,58,4.1,3.6,0.5
593,Scott Burrell,CHI,27,200.66,80,5.2,2.5,0.8
594,Scott Brooks,CLE,32,180.34,43,1.8,0.7,1.1
595,Scot Pollard,DET,23,210.82,33,2.7,2.2,0.3
596,Samaki Walker,DAL,22,205.74,41,8.9,7.4,0.6
597,Sam Perkins,SEA,37,205.74,81,7.2,3.1,1.4
598,Sam Mitchell,MIN,34,200.66,81,12.3,4.8,1.3
599,Sam Mack,VAN,28,200.66,57,10.8,2.3,1.8
600,Sam Cassell,NJN,28,190.5,75,19.6,3,8
601,Rusty LaRue,CHI,24,190.5,14,3.5,0.6,0.4
602,Roy Rogers,TOR,24,208.28,15,1.3,1.1,0.1
603,Rony Seikaly,NJN,33,210.82,56,13.3,7,1.4
604,Ron Mercer,BOS,22,200.66,80,15.3,3.5,2.2
605,Ron Harper,CHI,34,198.12,82,9.3,3.5,2.9
606,Rodrick Rhodes,HOU,24,198.12,58,5.8,1.2,1.9
607,Rodney Rogers,LAC,27,200.66,76,15.1,5.6,2.7
608,Rod Strickland,WAS,31,190.5,76,17.8,5.3,10.5
609,Robert Pack,DAL,29,187.96,12,7.8,2.8,3.5
610,Sean Rooks,LAL,28,208.28,41,3.4,2.9,0.6
611,Rik Smits,IND,31,223.52,73,16.7,6.9,1.4
612,Shandon Anderson,UTA,24,198.12,82,8.3,2.8,1.1
613,Shareef Abdur-Rahim,VAN,21,205.74,82,22.3,7.1,2.6
614,Terry Davis,WAS,31,208.28,74,4.4,6.5,0.4
615,Terry Cummings,NYK,37,205.74,74,6.2,3.8,0.6
616,Terrell Brandon,MIL,28,180.34,50,16.8,3.5,7.7
617,Tariq Abdul-Wahad,SAC,23,198.12,59,6.4,2,0.9
618,Stojko Vrankovic,LAC,34,218.44,65,3,4,0.6
619,Steven Smith,ATL,29,203.2,73,20.1,4.2,4
620,Steve Nash,PHX,24,190.5,76,9.1,2.1,3.4
621,Steve Kerr,CHI,32,190.5,50,7.5,1.5,1.9
622,Steve Henson,DET,30,185.42,23,1.6,0.1,0.2
623,Stephon Marbury,MIN,21,187.96,82,17.7,2.8,8.6
624,Stephen Howard,SEA,27,205.74,13,1.9,0.9,0.2
625,Stanley Roberts,MIN,28,213.36,74,6.2,4.9,0.4
626,Stacey Augmon,POR,29,203.2,71,5.7,3.3,1.2
627,Spud Webb,ORL,34,167.64,4,3,0.8,1.3
628,Sherman Douglas,NJN,31,185.42,80,8,1.7,4
629,Shea Seals,LAL,22,195.58,4,1,1,0
630,Shawnelle Scott,CLE,26,210.82,41,1.1,1.4,0.2
631,Shawn Respert,DAL,26,187.96,57,5.9,1.8,1.1
632,Shawn Kemp,CLE,28,208.28,80,18,9.3,2.5
633,Shawn Bradley,DAL,26,228.6,64,11.4,8.1,0.9
634,Sharone Wright,TOR,25,210.82,7,2.3,1.3,0.6
635,Shaquille O'Neal,LAL,26,215.9,60,28.3,11.4,2.4
636,Keith Askins,MIA,30,203.2,46,2.4,2.2,0.6
637,Christian Laettner,ATL,28,210.82,74,13.8,6.6,2.6
638,Karl Malone,UTA,34,205.74,81,27,10.3,3.9
639,Adam Keefe,UTA,28,205.74,80,7.8,5.5,1.1
640,Adonal Foyle,GSW,23,208.28,55,3,3.3,0.3
641,Adrian Caldwell,DAL,31,203.2,1,0,0,0
642,Alan Henderson,ATL,25,205.74,69,14.3,6.4,1.1
643,Allan Houston,NYK,27,198.12,82,18.4,3.3,2.6
644,Allen Iverson,PHI,23,182.88,80,22,3.7,6.2
645,Alonzo Mourning,MIA,28,208.28,58,19.3,9.6,0.9
646,Alton Lister,POR,39,213.36,7,0.9,1.6,0.1
647,Alvin Williams,TOR,23,195.58,54,6,1.5,1.9
648,Andrew DeClercq,BOS,25,208.28,81,5.4,4.8,0.7
649,Andrew Lang,MIL,32,210.82,57,2.7,2.7,0.3
650,Anfernee Hardaway,ORL,26,200.66,19,16.4,4,3.6
651,Aaron Williams,SEA,26,205.74,65,4.6,2.3,0.2
652,Anthony Bowie,NYK,34,198.12,27,2.8,1,0.4
653,Anthony Johnson,SAC,23,190.5,77,7.5,2.2,4.3
654,Anthony Mason,CHH,31,203.2,81,12.8,10.2,4.2
655,Anthony Miller,ATL,26,205.74,37,2.1,1.9,0.1
656,Anthony Parker,PHI,23,198.12,37,1.9,0.7,0.5
657,Anthony Peeler,MIN,28,193.04,38,12.3,3.2,3.6
658,Antoine Carr,UTA,36,205.74,66,5.7,2,0.7
659,Antoine Walker,BOS,21,205.74,82,22.4,10.2,3.3
660,Antonio Daniels,VAN,23,193.04,74,7.8,1.9,4.5
661,Antonio Davis,IND,29,205.74,82,9.6,6.8,0.7
662,Antonio Lang,MIA,26,203.2,6,2,0.8,0.2
663,Antonio McDyess,PHX,23,205.74,81,15.1,7.6,1.3
664,Armen Gilliam,MIL,34,205.74,82,11.2,5.4,1.3
665,Anthony Goldwire,DEN,26,187.96,82,9.2,1.8,3.4
666,Aaron McKie,PHI,25,195.58,81,4.1,2.9,2.2
667,A.C. Green,DAL,34,205.74,82,7.3,8.1,1.5
668,Chucky Brown,ATL,30,203.2,77,5,2.4,0.7
669,DeJuan Wheat,MIN,24,182.88,34,1.7,0.3,0.7
670,David Wingate,SEA,34,195.58,58,2.6,1.4,0.6
671,David Wesley,CHH,27,185.42,81,13,2.6,6.5
672,David Vaughn,NJN,25,205.74,40,4.1,3.8,0.5
673,David Robinson,SAS,32,215.9,73,21.6,10.6,2.7
674,David Benoit,ORL,30,203.2,77,5.5,2.6,0.3
675,Darvin Ham,WAS,24,200.66,71,2,1.8,0.2
676,Darrick Martin,LAC,27,180.34,82,10.3,2,4
677,Darrell Armstrong,ORL,30,185.42,48,9.2,3.3,4.9
678,Danny Manning,PHX,32,208.28,70,13.5,5.6,2
679,Danny Fortson,DEN,22,200.66,80,10.2,5.6,1
680,Danny Ferry,CLE,31,208.28,69,4.2,1.7,0.9
681,Dana Barros,BOS,31,180.34,80,9.8,1.9,3.6
682,Dan Schayes,ORL,39,210.82,74,5.5,3.3,0.6
683,Chris Whitney,WAS,26,182.88,82,5.1,1.4,2.4
684,Dan Majerle,MIA,32,198.12,72,7.2,3.7,2.2
685,Damon Stoudamire,POR,24,177.8,71,17.2,4.2,8.2
686,Dale Ellis,SEA,37,200.66,79,11.8,2.3,1.1
687,Dale Davis,IND,29,210.82,78,8,7.8,0.9
688,Cory Alexander,DEN,25,185.42,60,8.1,2.4,3.5
689,Corliss Williamson,SAC,24,200.66,79,17.7,5.6,2.9
690,Corie Blount,LAL,29,208.28,70,3.6,4.3,0.5
691,Corey Beck,CHH,27,190.5,59,3.2,1.5,1.7
692,Clyde Drexler,HOU,36,200.66,70,18.4,4.9,5.5
693,Clifford Rozier,MIN,25,210.82,6,1,1,0
694,Clifford Robinson,PHX,31,208.28,80,14.2,5.1,2.1
695,Clar. Weatherspoon,GSW,27,200.66,79,9.3,7.5,1.1
696,Arvydas Sabonis,POR,33,220.98,73,16,10,3
697,Dean Garrett,DEN,31,210.82,82,7.3,7.9,1.1
698,Austin Croshere,IND,23,205.74,26,2.9,1.7,0.3
699,B.J. Armstrong,CHH,30,187.96,66,4,1.2,2.3
700,Chauncey Billups,TOR,21,190.5,80,11.2,2.4,3.9
701,Charlie Ward,NYK,27,187.96,82,7.8,3.3,5.7
702,Charles Smith,LAC,22,193.04,34,3.5,0.8,0.6
703,Charles Oakley,NYK,34,205.74,79,9,9.2,2.5
704,Charles O'Bannon,DET,23,195.58,30,2.1,1.1,0.6
705,Charles Barkley,HOU,35,198.12,68,15.2,11.7,3.2
706,Cedric Henderson,CLE,23,200.66,82,10.1,4,2
707,Cedric Ceballos,DAL,28,200.66,47,11.4,4.7,1.3
708,Carlos Rogers,POR,27,210.82,21,5.3,3.2,0.9
709,Carl Thomas,CLE,28,193.04,43,3.4,1.1,0.4
710,Carl Herrera,SAS,31,205.74,58,2.9,1.6,0.4
711,Calbert Cheaney,WAS,26,200.66,82,12.8,4,2.1
712,Cherokee Parks,MIN,25,210.82,79,7.1,5.5,0.7
713,Buck Williams,NYK,38,203.2,41,4.9,4.5,0.5
714,Bryon Russell,UTA,27,200.66,82,9,4,1.2
715,Bryant Stith,DEN,27,195.58,31,7.6,2.1,1.6
716,Bryant Reeves,VAN,25,213.36,74,16.3,7.9,2.1
717,Bruce Bowen,BOS,27,200.66,61,5.6,2.9,1.3
718,Brooks Thompson,NYK,27,193.04,30,2,0.5,0.9
719,Brian Shaw,PHI,32,198.12,59,6.3,3.6,4.4
720,Brian Oliver,ATL,30,193.04,5,3,1.8,0.4
721,Brian Grant,POR,26,205.74,61,12.1,9.1,1.4
722,Brian Evans,NJN,24,203.2,72,4.5,1.9,0.8
723,Brevin Knight,CLE,22,177.8,80,9,3.2,8.2
724,Brent Price,HOU,29,185.42,72,5.6,1.5,2.7
725,Kebu Stewart,PHI,24,203.2,15,2.7,2.1,0.1
726,Bubba Wells,DAL,23,195.58,39,3.3,1.7,0.9
727,Chris Anstey,DAL,23,213.36,41,5.9,3.8,0.9
728,Chris Carr,MIN,24,198.12,51,9.9,3,1.7
729,Chris Childs,NYK,30,190.5,68,6.3,2.4,3.9
730,Ben Davis,NYK,25,205.74,7,0.6,0.9,0
731,Ben Wallace,WAS,23,205.74,67,3.1,4.8,0.3
732,Benoit Benjamin,PHI,33,213.36,14,4.5,3.8,0.2
733,Bill Curley,MIN,26,205.74,11,3.1,2.5,0.4
734,Bill Wennington,CHI,35,213.36,48,3.5,1.7,0.4
735,Billy Owens,SAC,29,205.74,78,10.5,7.5,2.8
736,Bimbo Coles,GSW,30,187.96,53,8,2.3,4.7
737,Bison Dele,DET,29,210.82,78,16.2,8.9,1.2
738,Blue Edwards,VAN,32,193.04,81,10.8,2.7,2.5
739,Bo Outlaw,ORL,27,203.2,82,9.5,7.8,2.6
740,Bob McCann,TOR,34,198.12,1,0,1,0
741,Bob Sura,CLE,25,195.58,46,5.8,2,3.7
742,Bobby Hurley,VAN,27,182.88,61,4.1,1.1,2.9
743,Bobby Jackson,DEN,25,185.42,68,11.6,4.4,4.7
744,Bobby Phills,CHH,28,195.58,62,10.4,3.5,3
745,Brad Lohaus,SAS,33,210.82,9,2.1,1.3,0.6
746,Brandon Williams,GSW,23,198.12,9,4.1,1.7,0.3
747,Brent Barry,MIA,26,198.12,58,10.9,2.9,2.6
748,Chris Webber,WAS,25,208.28,71,21.9,9.5,3.8
749,Chris Robinson,SAC,24,195.58,35,4.6,1.3,1.1
750,Chris Mullin,IND,34,200.66,82,11.3,3,2.3
751,Chris Morris,UTA,32,203.2,54,4.3,2.1,0.4
752,Chris Mills,NYK,28,200.66,80,9.7,5.1,1.7
753,Chris Gatling,NJN,30,208.28,57,11.5,5.9,0.9
754,Chris Garner,TOR,23,177.8,38,1.4,0.6,1.2
755,Chris Dudley,NYK,33,210.82,51,3.1,5.4,0.4
756,Chris Crawford,ATL,23,205.74,40,3.8,1,0.2
757,Avery Johnson,SAS,33,180.34,75,10.2,2,7.9
758,Dee Brown,TOR,29,187.96,72,9.1,2.1,2.1
759,Charles Jones,HOU,41,205.74,24,0.6,1,0.2
760,Dennis Rodman,CHI,37,198.12,80,4.7,15,2.9
761,Jamie Feick,MIL,23,203.2,45,2.3,2.8,0.4
762,James Robinson,LAC,27,187.96,70,7.7,1.6,1.9
763,James Cotton,SEA,22,195.58,9,2.7,0.7,0
764,James Collins,LAC,24,193.04,23,2.6,0.6,0.1
765,Jamal Mashburn,MIA,25,203.2,48,15.1,4.9,2.8
766,Jalen Rose,IND,25,203.2,82,9.4,2.4,1.9
767,Jacque Vaughn,UTA,23,185.42,45,3.1,0.8,1.9
768,Jack Haley,NJN,34,208.28,16,1.4,0.9,0
769,J.R. Reid,CHH,30,208.28,79,4.9,2.7,0.6
770,Ivano Newbill,VAN,27,208.28,28,2.1,2.5,0.3
771,Isaiah Rider,POR,27,195.58,74,19.7,4.7,3.1
772,Ike Austin,LAC,28,208.28,78,13.5,7.1,2.2
773,Jaren Jackson,SAS,30,198.12,82,8.8,2.6,1.9
774,Hubert Davis,DAL,28,195.58,81,11.1,2.1,2
775,Hot Rod Williams,PHX,35,210.82,71,3.6,4.4,0.7
776,Horacio Llamas,PHX,24,210.82,8,3,2.3,0.1
777,Horace Grant,ORL,32,208.28,76,12.1,8.1,2.3
778,Hersey Hawkins,SEA,31,190.5,82,10.5,4.1,2.7
779,Herb Williams,NYK,40,208.28,27,1.4,1.1,0.1
780,Henry James,CLE,32,203.2,28,2.9,0.5,0.2
781,Harvey Grant,WAS,32,205.74,65,2.6,2.6,0.6
782,Harold Ellis,DEN,27,195.58,27,6.1,1.9,0.7
783,Hakeem Olajuwon,HOU,35,213.36,47,16.4,9.8,3
784,Greg Ostertag,UTA,25,218.44,63,4.7,5.9,0.4
785,Greg Minor,BOS,26,198.12,69,5,2.2,1.3
786,Greg Graham,CLE,27,193.04,6,2.7,0.2,1
787,Howard Eisley,UTA,25,187.96,82,7.7,2,4.2
788,Jason Caffey,GSW,25,203.2,80,7.3,4.3,0.8
789,Jason Kidd,PHX,25,193.04,82,11.6,6.2,9.1
790,Jason Lawson,ORL,23,210.82,17,1.5,1.6,0.3
791,Juwan Howard,WAS,25,205.74,64,18.5,7,3.3
792,Dell Curry,CHH,34,195.58,52,9.4,1.9,1.3
793,Jud Buechler,CHI,30,198.12,74,2.7,1,0.7
794,Jon Barry,LAL,28,195.58,49,2.5,0.8,1
795,Johnny Taylor,ORL,24,205.74,12,3.2,1.1,0.1
796,Johnny Newman,DEN,34,200.66,74,14.7,1.9,1.9
797,John Wallace,TOR,24,205.74,82,14,4.5,1.3
798,John Thomas,TOR,22,205.74,54,2.8,2,0.3
799,John Stockton,UTA,36,185.42,64,12,2.6,8.5
800,John Starks,NYK,32,195.58,82,12.9,2.8,2.7
801,John Crotty,POR,28,185.42,26,3.7,1.2,2.4
802,Joe Wolf,DEN,33,210.82,57,1.5,2.2,0.5
803,Joe Smith,PHI,22,208.28,79,14.6,6,1.2
804,Joe Kleine,CHI,36,210.82,46,2,1.7,0.7
805,Joe Dumars,DET,35,190.5,72,13.1,1.4,3.5
806,Jimmy Oliver,WAS,28,195.58,1,5,2,1
807,Jim McIlvaine,SEA,25,215.9,78,3.2,3.3,0.2
808,Jim Jackson,GSW,27,198.12,79,15.7,5.1,4.8
809,Jerry Stackhouse,DET,23,198.12,79,15.8,3.4,3.1
810,Jerome Williams,DET,25,205.74,77,5.3,4.9,0.6
811,Jerome Kersey,SEA,36,200.66,37,6.3,3.6,1.2
812,Jermaine O'Neal,POR,19,210.82,60,4.5,3.4,0.3
813,Jerald Honeycutt,MIL,23,205.74,38,6.4,2.4,0.9
814,Jeff Nordgaard,MIL,25,200.66,13,1.4,1.1,0.2
815,Jeff Hornacek,UTA,35,193.04,80,14.2,3.4,4.4
816,Jeff Grayer,GSW,32,195.58,5,2,0.8,0.4
817,Jayson Williams,NJN,30,208.28,65,12.9,13.6,1
818,Greg Foster,UTA,29,210.82,78,5.7,3.5,0.7
819,Greg Anthony,SEA,30,185.42,80,5.2,1.4,2.6
820,Joe Stephens,HOU,25,200.66,7,3.9,0.9,0.1
821,Grant Long,DET,32,205.74,40,3.5,3.8,0.6
822,Ed Stokes,TOR,26,213.36,4,0.8,1,0.3
823,Ed Gray,ATL,22,190.5,30,7.6,1.5,1.1
824,Duane Ferrell,GSW,33,200.66,50,1.9,0.9,0.5
825,Duane Causwell,MIA,30,213.36,37,2.4,2.7,0.1
826,Drew Barry,ATL,25,195.58,27,2.1,1.3,1.8
